"","X1","Team","G","Date","X3","Opponent","X5","X6","Tm","Opp","W","L","Streak","Dates","Binary"
"400",400,"Los Angeles Clippers",72,"Tue Mar 21 2017","@","Los Angeles Lakers","W",NA,133,109,43,29,"W 3",2017-03-21,1
"401",401,"Los Angeles Clippers",73,"Thu Mar 23 2017","@","Dallas Mavericks","L",NA,95,97,43,30,"L 1",2017-03-23,0
"402",402,"Los Angeles Clippers",74,"Sat Mar 25 2017","vs","Utah Jazz","W",NA,108,95,44,30,"W 1",2017-03-25,1
"403",403,"Los Angeles Clippers",75,"Sun Mar 26 2017","vs","Sacramento Kings","L",NA,97,98,44,31,"L 1",2017-03-26,0
"404",404,"Los Angeles Clippers",76,"Wed Mar 29 2017","vs","Washington Wizards","W",NA,133,124,45,31,"W 1",2017-03-29,1
"405",405,"Los Angeles Clippers",77,"Thu Mar 30 2017","@","Phoenix Suns","W",NA,124,118,46,31,"W 2",2017-03-30,1
"406",406,"Los Angeles Clippers",78,"Sat Apr 1 2017","vs","Los Angeles Lakers","W",NA,115,104,47,31,"W 3",2017-04-01,1
"407",407,"Los Angeles Clippers",79,"Wed Apr 5 2017","vs","Dallas Mavericks","W",NA,112,101,48,31,"W 4",2017-04-05,1
"408",408,"Los Angeles Clippers",80,"Sat Apr 8 2017","@","San Antonio Spurs","W",NA,98,87,49,31,"W 5",2017-04-08,1
"409",409,"Los Angeles Clippers",81,"Mon Apr 10 2017","vs","Houston Rockets","W",NA,125,96,50,31,"W 6",2017-04-10,1
"410",410,"Los Angeles Clippers",82,"Wed Apr 12 2017","vs","Sacramento Kings","W",NA,115,95,51,31,"W 7",2017-04-12,1
"411",411,"Oklahoma City Thunder",1,"Wed Oct 26 2016","@","Philadelphia 76ers","W",NA,103,97,1,0,"W 1",2016-10-26,1
"412",412,"Oklahoma City Thunder",2,"Fri Oct 28 2016","vs","Phoenix Suns","W","OT",113,110,2,0,"W 2",2016-10-28,1
"413",413,"Oklahoma City Thunder",3,"Sun Oct 30 2016","vs","Los Angeles Lakers","W",NA,113,96,3,0,"W 3",2016-10-30,1
"414",414,"Oklahoma City Thunder",4,"Wed Nov 2 2016","@","Los Angeles Clippers","W",NA,85,83,4,0,"W 4",2016-11-02,1
"415",415,"Oklahoma City Thunder",5,"Thu Nov 3 2016","@","Golden State Warriors","L",NA,96,122,4,1,"L 1",2016-11-03,0
"416",416,"Oklahoma City Thunder",6,"Sat Nov 5 2016","vs","Minnesota Timberwolves","W",NA,112,92,5,1,"W 1",2016-11-05,1
"417",417,"Oklahoma City Thunder",7,"Mon Nov 7 2016","vs","Miami Heat","W",NA,97,85,6,1,"W 2",2016-11-07,1
"418",418,"Oklahoma City Thunder",8,"Wed Nov 9 2016","vs","Toronto Raptors","L",NA,102,112,6,2,"L 1",2016-11-09,0
"419",419,"Oklahoma City Thunder",9,"Fri Nov 11 2016","vs","Los Angeles Clippers","L",NA,108,110,6,3,"L 2",2016-11-11,0
"420",420,"Oklahoma City Thunder",10,"Sun Nov 13 2016","vs","Orlando Magic","L",NA,117,119,6,4,"L 3",2016-11-13,0
"421",421,"Oklahoma City Thunder",11,"Mon Nov 14 2016","@","Detroit Pistons","L",NA,88,104,6,5,"L 4",2016-11-14,0
"422",422,"Oklahoma City Thunder",12,"Wed Nov 16 2016","vs","Houston Rockets","W",NA,105,103,7,5,"W 1",2016-11-16,1
"423",423,"Oklahoma City Thunder",13,"Fri Nov 18 2016","vs","Brooklyn Nets","W",NA,124,105,8,5,"W 2",2016-11-18,1
"424",424,"Oklahoma City Thunder",14,"Sun Nov 20 2016","vs","Indiana Pacers","L","OT",111,115,8,6,"L 1",2016-11-20,0
"425",425,"Oklahoma City Thunder",15,"Tue Nov 22 2016","@","Los Angeles Lakers","L",NA,109,111,8,7,"L 2",2016-11-22,0
"426",426,"Oklahoma City Thunder",16,"Wed Nov 23 2016","@","Sacramento Kings","L",NA,101,116,8,8,"L 3",2016-11-23,0
"427",427,"Oklahoma City Thunder",17,"Fri Nov 25 2016","@","Denver Nuggets","W","OT",132,129,9,8,"W 1",2016-11-25,1
"428",428,"Oklahoma City Thunder",18,"Sat Nov 26 2016","vs","Detroit Pistons","W",NA,106,88,10,8,"W 2",2016-11-26,1
"429",429,"Oklahoma City Thunder",19,"Mon Nov 28 2016","@","New York Knicks","W",NA,112,103,11,8,"W 3",2016-11-28,1
"430",430,"Oklahoma City Thunder",20,"Wed Nov 30 2016","vs","Washington Wizards","W","OT",126,115,12,8,"W 4",2016-11-30,1
"431",431,"Oklahoma City Thunder",21,"Sun Dec 4 2016","vs","New Orleans Pelicans","W",NA,101,92,13,8,"W 5",2016-12-04,1
"432",432,"Oklahoma City Thunder",22,"Mon Dec 5 2016","@","Atlanta Hawks","W",NA,102,99,14,8,"W 6",2016-12-05,1
"433",433,"Oklahoma City Thunder",23,"Fri Dec 9 2016","vs","Houston Rockets","L",NA,99,102,14,9,"L 1",2016-12-09,0
"434",434,"Oklahoma City Thunder",24,"Sun Dec 11 2016","vs","Boston Celtics","W",NA,99,96,15,9,"W 1",2016-12-11,1
"435",435,"Oklahoma City Thunder",25,"Tue Dec 13 2016","@","Portland Trail Blazers","L",NA,95,114,15,10,"L 1",2016-12-13,0
"436",436,"Oklahoma City Thunder",26,"Wed Dec 14 2016","@","Utah Jazz","L",NA,89,109,15,11,"L 2",2016-12-14,0
"437",437,"Oklahoma City Thunder",27,"Sat Dec 17 2016","vs","Phoenix Suns","W",NA,114,101,16,11,"W 1",2016-12-17,1
"438",438,"Oklahoma City Thunder",28,"Mon Dec 19 2016","vs","Atlanta Hawks","L",NA,108,110,16,12,"L 1",2016-12-19,0
"439",439,"Oklahoma City Thunder",29,"Wed Dec 21 2016","@","New Orleans Pelicans","W",NA,121,110,17,12,"W 1",2016-12-21,1
"440",440,"Oklahoma City Thunder",30,"Fri Dec 23 2016","@","Boston Celtics","W",NA,117,112,18,12,"W 2",2016-12-23,1
"441",441,"Oklahoma City Thunder",31,"Sun Dec 25 2016","vs","Minnesota Timberwolves","W",NA,112,100,19,12,"W 3",2016-12-25,1
"442",442,"Oklahoma City Thunder",32,"Tue Dec 27 2016","@","Miami Heat","W",NA,106,94,20,12,"W 4",2016-12-27,1
"443",443,"Oklahoma City Thunder",33,"Thu Dec 29 2016","@","Memphis Grizzlies","L",NA,80,114,20,13,"L 1",2016-12-29,0
"444",444,"Oklahoma City Thunder",34,"Sat Dec 31 2016","vs","Los Angeles Clippers","W",NA,114,88,21,13,"W 1",2016-12-31,1
"445",445,"Oklahoma City Thunder",35,"Mon Jan 2 2017","@","Milwaukee Bucks","L",NA,94,98,21,14,"L 1",2017-01-02,0
"446",446,"Oklahoma City Thunder",36,"Wed Jan 4 2017","@","Charlotte Hornets","L",NA,112,123,21,15,"L 2",2017-01-04,0
"447",447,"Oklahoma City Thunder",37,"Thu Jan 5 2017","@","Houston Rockets","L",NA,116,118,21,16,"L 3",2017-01-05,0
"448",448,"Oklahoma City Thunder",38,"Sat Jan 7 2017","vs","Denver Nuggets","W",NA,121,106,22,16,"W 1",2017-01-07,1
"449",449,"Oklahoma City Thunder",39,"Mon Jan 9 2017","@","Chicago Bulls","W",NA,109,94,23,16,"W 2",2017-01-09,1
"450",450,"Oklahoma City Thunder",40,"Wed Jan 11 2017","vs","Memphis Grizzlies","W",NA,103,95,24,16,"W 3",2017-01-11,1
"451",451,"Oklahoma City Thunder",41,"Fri Jan 13 2017","@","Minnesota Timberwolves","L",NA,86,96,24,17,"L 1",2017-01-13,0
"452",452,"Oklahoma City Thunder",42,"Sun Jan 15 2017","@","Sacramento Kings","W",NA,122,118,25,17,"W 1",2017-01-15,1
"453",453,"Oklahoma City Thunder",43,"Mon Jan 16 2017","@","Los Angeles Clippers","L",NA,98,120,25,18,"L 1",2017-01-16,0
"454",454,"Oklahoma City Thunder",44,"Wed Jan 18 2017","@","Golden State Warriors","L",NA,100,121,25,19,"L 2",2017-01-18,0
"455",455,"Oklahoma City Thunder",45,"Mon Jan 23 2017","@","Utah Jazz","W",NA,97,95,26,19,"W 1",2017-01-23,1
"456",456,"Oklahoma City Thunder",46,"Wed Jan 25 2017","@","New Orleans Pelicans","W",NA,114,105,27,19,"W 2",2017-01-25,1
"457",457,"Oklahoma City Thunder",47,"Thu Jan 26 2017","vs","Dallas Mavericks","W",NA,109,98,28,19,"W 3",2017-01-26,1
"458",458,"Oklahoma City Thunder",48,"Sun Jan 29 2017","@","Cleveland Cavaliers","L",NA,91,107,28,20,"L 1",2017-01-29,0
"459",459,"Oklahoma City Thunder",49,"Tue Jan 31 2017","@","San Antonio Spurs","L",NA,94,108,28,21,"L 2",2017-01-31,0
"460",460,"Oklahoma City Thunder",50,"Wed Feb 1 2017","vs","Chicago Bulls","L",NA,100,128,28,22,"L 3",2017-02-01,0
"461",461,"Oklahoma City Thunder",51,"Fri Feb 3 2017","vs","Memphis Grizzlies","W",NA,114,102,29,22,"W 1",2017-02-03,1
"462",462,"Oklahoma City Thunder",52,"Sun Feb 5 2017","vs","Portland Trail Blazers","W",NA,105,99,30,22,"W 2",2017-02-05,1
"463",463,"Oklahoma City Thunder",53,"Mon Feb 6 2017","@","Indiana Pacers","L",NA,90,93,30,23,"L 1",2017-02-06,0
"464",464,"Oklahoma City Thunder",54,"Thu Feb 9 2017","vs","Cleveland Cavaliers","W",NA,118,109,31,23,"W 1",2017-02-09,1
"465",465,"Oklahoma City Thunder",55,"Sat Feb 11 2017","vs","Golden State Warriors","L",NA,114,130,31,24,"L 1",2017-02-11,0
"466",466,"Oklahoma City Thunder",56,"Mon Feb 13 2017","@","Washington Wizards","L",NA,98,120,31,25,"L 2",2017-02-13,0
"467",467,"Oklahoma City Thunder",57,"Wed Feb 15 2017","vs","New York Knicks","W",NA,116,105,32,25,"W 1",2017-02-15,1
"468",468,"Oklahoma City Thunder",58,"Fri Feb 24 2017","vs","Los Angeles Lakers","W",NA,110,93,33,25,"W 2",2017-02-24,1
"469",469,"Oklahoma City Thunder",59,"Sun Feb 26 2017","vs","New Orleans Pelicans","W",NA,118,110,34,25,"W 3",2017-02-26,1
"470",470,"Oklahoma City Thunder",60,"Tue Feb 28 2017","vs","Utah Jazz","W",NA,109,106,35,25,"W 4",2017-02-28,1
"471",471,"Oklahoma City Thunder",61,"Thu Mar 2 2017","@","Portland Trail Blazers","L",NA,109,114,35,26,"L 1",2017-03-02,0
"472",472,"Oklahoma City Thunder",62,"Fri Mar 3 2017","@","Phoenix Suns","L",NA,111,118,35,27,"L 2",2017-03-03,0
"473",473,"Oklahoma City Thunder",63,"Sun Mar 5 2017","@","Dallas Mavericks","L",NA,89,104,35,28,"L 3",2017-03-05,0
"474",474,"Oklahoma City Thunder",64,"Tue Mar 7 2017","vs","Portland Trail Blazers","L",NA,121,126,35,29,"L 4",2017-03-07,0
"475",475,"Oklahoma City Thunder",65,"Thu Mar 9 2017","vs","San Antonio Spurs","W",NA,102,92,36,29,"W 1",2017-03-09,1
"476",476,"Oklahoma City Thunder",66,"Sat Mar 11 2017","vs","Utah Jazz","W",NA,112,104,37,29,"W 2",2017-03-11,1
"477",477,"Oklahoma City Thunder",67,"Tue Mar 14 2017","@","Brooklyn Nets","W",NA,122,104,38,29,"W 3",2017-03-14,1
"478",478,"Oklahoma City Thunder",68,"Thu Mar 16 2017","@","Toronto Raptors","W",NA,123,102,39,29,"W 4",2017-03-16,1
"479",479,"Oklahoma City Thunder",69,"Sat Mar 18 2017","vs","Sacramento Kings","W",NA,110,94,40,29,"W 5",2017-03-18,1
"480",480,"Oklahoma City Thunder",70,"Mon Mar 20 2017","vs","Golden State Warriors","L",NA,95,111,40,30,"L 1",2017-03-20,0
"481",481,"Oklahoma City Thunder",71,"Wed Mar 22 2017","vs","Philadelphia 76ers","W",NA,122,97,41,30,"W 1",2017-03-22,1
"482",482,"Oklahoma City Thunder",72,"Sun Mar 26 2017","@","Houston Rockets","L",NA,125,137,41,31,"L 1",2017-03-26,0
"483",483,"Oklahoma City Thunder",73,"Mon Mar 27 2017","@","Dallas Mavericks","W",NA,92,91,42,31,"W 1",2017-03-27,1
"484",484,"Oklahoma City Thunder",74,"Wed Mar 29 2017","@","Orlando Magic","W","OT",114,106,43,31,"W 2",2017-03-29,1
"485",485,"Oklahoma City Thunder",75,"Fri Mar 31 2017","vs","San Antonio Spurs","L",NA,95,100,43,32,"L 1",2017-03-31,0
"486",486,"Oklahoma City Thunder",76,"Sun Apr 2 2017","vs","Charlotte Hornets","L",NA,101,113,43,33,"L 2",2017-04-02,0
"487",487,"Oklahoma City Thunder",77,"Tue Apr 4 2017","vs","Milwaukee Bucks","W",NA,110,79,44,33,"W 1",2017-04-04,1
"488",488,"Oklahoma City Thunder",78,"Wed Apr 5 2017","@","Memphis Grizzlies","W",NA,103,100,45,33,"W 2",2017-04-05,1
"489",489,"Oklahoma City Thunder",79,"Fri Apr 7 2017","@","Phoenix Suns","L",NA,99,120,45,34,"L 1",2017-04-07,0
"490",490,"Oklahoma City Thunder",80,"Sun Apr 9 2017","@","Denver Nuggets","W",NA,106,105,46,34,"W 1",2017-04-09,1
"491",491,"Oklahoma City Thunder",81,"Tue Apr 11 2017","@","Minnesota Timberwolves","W",NA,100,98,47,34,"W 2",2017-04-11,1
"492",492,"Oklahoma City Thunder",82,"Wed Apr 12 2017","vs","Denver Nuggets","L",NA,105,111,47,35,"L 1",2017-04-12,0
"493",493,"Memphis Grizzlies",1,"Wed Oct 26 2016","vs","Minnesota Timberwolves","W",NA,102,98,1,0,"W 1",2016-10-26,1
"494",494,"Memphis Grizzlies",2,"Sat Oct 29 2016","@","New York Knicks","L",NA,104,111,1,1,"L 1",2016-10-29,0
"495",495,"Memphis Grizzlies",3,"Sun Oct 30 2016","vs","Washington Wizards","W","OT",112,103,2,1,"W 1",2016-10-30,1
"496",496,"Memphis Grizzlies",4,"Tue Nov 1 2016","@","Minnesota Timberwolves","L",NA,80,116,2,2,"L 1",2016-11-01,0
"497",497,"Memphis Grizzlies",5,"Wed Nov 2 2016","vs","New Orleans Pelicans","W","OT",89,83,3,2,"W 1",2016-11-02,1
"498",498,"Memphis Grizzlies",6,"Fri Nov 4 2016","vs","Los Angeles Clippers","L",NA,88,99,3,3,"L 1",2016-11-04,0
"499",499,"Memphis Grizzlies",7,"Sun Nov 6 2016","vs","Portland Trail Blazers","L",NA,94,100,3,4,"L 2",2016-11-06,0
"500",500,"Memphis Grizzlies",8,"Tue Nov 8 2016","vs","Denver Nuggets","W",NA,108,107,4,4,"W 1",2016-11-08,1
"501",501,"Memphis Grizzlies",9,"Sat Nov 12 2016","@","Milwaukee Bucks","L",NA,96,106,4,5,"L 1",2016-11-12,0
"502",502,"Memphis Grizzlies",10,"Mon Nov 14 2016","@","Utah Jazz","W",NA,102,96,5,5,"W 1",2016-11-14,1
"503",503,"Memphis Grizzlies",11,"Wed Nov 16 2016","@","Los Angeles Clippers","W",NA,111,107,6,5,"W 2",2016-11-16,1
"504",504,"Memphis Grizzlies",12,"Fri Nov 18 2016","@","Dallas Mavericks","W",NA,80,64,7,5,"W 3",2016-11-18,1
"505",505,"Memphis Grizzlies",13,"Sat Nov 19 2016","vs","Minnesota Timberwolves","W",NA,93,71,8,5,"W 4",2016-11-19,1
"506",506,"Memphis Grizzlies",14,"Mon Nov 21 2016","@","Charlotte Hornets","W",NA,105,90,9,5,"W 5",2016-11-21,1
"507",507,"Memphis Grizzlies",15,"Wed Nov 23 2016","@","Philadelphia 76ers","W","2OT",104,99,10,5,"W 6",2016-11-23,1
"508",508,"Memphis Grizzlies",16,"Fri Nov 25 2016","vs","Miami Heat","L",NA,81,90,10,6,"L 1",2016-11-25,0
"509",509,"Memphis Grizzlies",17,"Sat Nov 26 2016","@","Miami Heat","W",NA,110,107,11,6,"W 1",2016-11-26,1
"510",510,"Memphis Grizzlies",18,"Mon Nov 28 2016","vs","Charlotte Hornets","L",NA,85,104,11,7,"L 1",2016-11-28,0
"511",511,"Memphis Grizzlies",19,"Wed Nov 30 2016","@","Toronto Raptors","L",NA,105,120,11,8,"L 2",2016-11-30,0
"512",512,"Memphis Grizzlies",20,"Thu Dec 1 2016","vs","Orlando Magic","W",NA,95,94,12,8,"W 1",2016-12-01,1
"513",513,"Memphis Grizzlies",21,"Sat Dec 3 2016","vs","Los Angeles Lakers","W",NA,103,100,13,8,"W 2",2016-12-03,1
"514",514,"Memphis Grizzlies",22,"Mon Dec 5 2016","@","New Orleans Pelicans","W","2OT",110,108,14,8,"W 3",2016-12-05,1
"515",515,"Memphis Grizzlies",23,"Tue Dec 6 2016","vs","Philadelphia 76ers","W",NA,96,91,15,8,"W 4",2016-12-06,1
"516",516,"Memphis Grizzlies",24,"Thu Dec 8 2016","vs","Portland Trail Blazers","W",NA,88,86,16,8,"W 5",2016-12-08,1
"517",517,"Memphis Grizzlies",25,"Sat Dec 10 2016","vs","Golden State Warriors","W",NA,110,89,17,8,"W 6",2016-12-10,1
"518",518,"Memphis Grizzlies",26,"Tue Dec 13 2016","@","Cleveland Cavaliers","L",NA,86,103,17,9,"L 1",2016-12-13,0
"519",519,"Memphis Grizzlies",27,"Wed Dec 14 2016","vs","Cleveland Cavaliers","W",NA,93,85,18,9,"W 1",2016-12-14,1
"520",520,"Memphis Grizzlies",28,"Fri Dec 16 2016","vs","Sacramento Kings","L",NA,92,96,18,10,"L 1",2016-12-16,0
"521",521,"Memphis Grizzlies",29,"Sun Dec 18 2016","vs","Utah Jazz","L",NA,73,82,18,11,"L 2",2016-12-18,0
"522",522,"Memphis Grizzlies",30,"Tue Dec 20 2016","vs","Boston Celtics","L","OT",109,112,18,12,"L 3",2016-12-20,0
"523",523,"Memphis Grizzlies",31,"Wed Dec 21 2016","@","Detroit Pistons","W",NA,98,86,19,12,"W 1",2016-12-21,1
"524",524,"Memphis Grizzlies",32,"Fri Dec 23 2016","vs","Houston Rockets","W",NA,115,109,20,12,"W 2",2016-12-23,1
"525",525,"Memphis Grizzlies",33,"Mon Dec 26 2016","@","Orlando Magic","L",NA,102,112,20,13,"L 1",2016-12-26,0
"526",526,"Memphis Grizzlies",34,"Tue Dec 27 2016","@","Boston Celtics","L",NA,103,113,20,14,"L 2",2016-12-27,0
"527",527,"Memphis Grizzlies",35,"Thu Dec 29 2016","vs","Oklahoma City Thunder","W",NA,114,80,21,14,"W 1",2016-12-29,1
"528",528,"Memphis Grizzlies",36,"Sat Dec 31 2016","@","Sacramento Kings","W",NA,112,98,22,14,"W 2",2016-12-31,1
"529",529,"Memphis Grizzlies",37,"Tue Jan 3 2017","@","Los Angeles Lakers","L",NA,102,116,22,15,"L 1",2017-01-03,0
"530",530,"Memphis Grizzlies",38,"Wed Jan 4 2017","@","Los Angeles Clippers","L",NA,106,115,22,16,"L 2",2017-01-04,0
"531",531,"Memphis Grizzlies",39,"Fri Jan 6 2017","@","Golden State Warriors","W","OT",128,119,23,16,"W 1",2017-01-06,1
"532",532,"Memphis Grizzlies",40,"Sun Jan 8 2017","vs","Utah Jazz","W",NA,88,79,24,16,"W 2",2017-01-08,1
"533",533,"Memphis Grizzlies",41,"Wed Jan 11 2017","@","Oklahoma City Thunder","L",NA,95,103,24,17,"L 1",2017-01-11,0
"534",534,"Memphis Grizzlies",42,"Fri Jan 13 2017","@","Houston Rockets","W",NA,110,105,25,17,"W 1",2017-01-13,1
"535",535,"Memphis Grizzlies",43,"Sun Jan 15 2017","vs","Chicago Bulls","L",NA,104,108,25,18,"L 1",2017-01-15,0
"536",536,"Memphis Grizzlies",44,"Wed Jan 18 2017","@","Washington Wizards","L",NA,101,104,25,19,"L 2",2017-01-18,0
"537",537,"Memphis Grizzlies",45,"Fri Jan 20 2017","vs","Sacramento Kings","W",NA,107,91,26,19,"W 1",2017-01-20,1
"538",538,"Memphis Grizzlies",46,"Sat Jan 21 2017","vs","Houston Rockets","L",NA,95,119,26,20,"L 1",2017-01-21,0
"539",539,"Memphis Grizzlies",47,"Wed Jan 25 2017","vs","Toronto Raptors","W",NA,101,99,27,20,"W 1",2017-01-25,1
"540",540,"Memphis Grizzlies",48,"Fri Jan 27 2017","@","Portland Trail Blazers","L",NA,109,112,27,21,"L 1",2017-01-27,0
"541",541,"Memphis Grizzlies",49,"Sat Jan 28 2017","@","Utah Jazz","W",NA,102,95,28,21,"W 1",2017-01-28,1
"542",542,"Memphis Grizzlies",50,"Mon Jan 30 2017","@","Phoenix Suns","W",NA,115,96,29,21,"W 2",2017-01-30,1
"543",543,"Memphis Grizzlies",51,"Wed Feb 1 2017","@","Denver Nuggets","W",NA,119,99,30,21,"W 3",2017-02-01,1
"544",544,"Memphis Grizzlies",52,"Fri Feb 3 2017","@","Oklahoma City Thunder","L",NA,102,114,30,22,"L 1",2017-02-03,0
"545",545,"Memphis Grizzlies",53,"Sat Feb 4 2017","@","Minnesota Timberwolves","W",NA,107,99,31,22,"W 1",2017-02-04,1
"546",546,"Memphis Grizzlies",54,"Mon Feb 6 2017","vs","San Antonio Spurs","W",NA,89,74,32,22,"W 2",2017-02-06,1
"547",547,"Memphis Grizzlies",55,"Wed Feb 8 2017","vs","Phoenix Suns","W",NA,110,91,33,22,"W 3",2017-02-08,1
"548",548,"Memphis Grizzlies",56,"Fri Feb 10 2017","vs","Golden State Warriors","L",NA,107,122,33,23,"L 1",2017-02-10,0
"549",549,"Memphis Grizzlies",57,"Mon Feb 13 2017","@","Brooklyn Nets","W",NA,112,103,34,23,"W 1",2017-02-13,1
"550",550,"Memphis Grizzlies",58,"Wed Feb 15 2017","vs","New Orleans Pelicans","L",NA,91,95,34,24,"L 1",2017-02-15,0
"551",551,"Memphis Grizzlies",59,"Fri Feb 24 2017","@","Indiana Pacers","L",NA,92,102,34,25,"L 2",2017-02-24,0
"552",552,"Memphis Grizzlies",60,"Sun Feb 26 2017","@","Denver Nuggets","W",NA,105,98,35,25,"W 1",2017-02-26,1
"553",553,"Memphis Grizzlies",61,"Tue Feb 28 2017","vs","Phoenix Suns","W",NA,130,112,36,25,"W 2",2017-02-28,1
"554",554,"Memphis Grizzlies",62,"Fri Mar 3 2017","@","Dallas Mavericks","L",NA,100,104,36,26,"L 1",2017-03-03,0
"555",555,"Memphis Grizzlies",63,"Sat Mar 4 2017","@","Houston Rockets","L",NA,108,123,36,27,"L 2",2017-03-04,0
"556",556,"Memphis Grizzlies",64,"Mon Mar 6 2017","vs","Brooklyn Nets","L",NA,109,122,36,28,"L 3",2017-03-06,0
"557",557,"Memphis Grizzlies",65,"Thu Mar 9 2017","vs","Los Angeles Clippers","L",NA,98,114,36,29,"L 4",2017-03-09,0
"558",558,"Memphis Grizzlies",66,"Sat Mar 11 2017","vs","Atlanta Hawks","L",NA,90,107,36,30,"L 5",2017-03-11,0
"559",559,"Memphis Grizzlies",67,"Mon Mar 13 2017","vs","Milwaukee Bucks","W",NA,113,93,37,30,"W 1",2017-03-13,1
"560",560,"Memphis Grizzlies",68,"Wed Mar 15 2017","@","Chicago Bulls","W",NA,98,91,38,30,"W 2",2017-03-15,1
"561",561,"Memphis Grizzlies",69,"Thu Mar 16 2017","@","Atlanta Hawks","W",NA,103,91,39,30,"W 3",2017-03-16,1
"562",562,"Memphis Grizzlies",70,"Sat Mar 18 2017","vs","San Antonio Spurs","W",NA,104,96,40,30,"W 4",2017-03-18,1
"563",563,"Memphis Grizzlies",71,"Tue Mar 21 2017","@","New Orleans Pelicans","L",NA,82,95,40,31,"L 1",2017-03-21,0
"564",564,"Memphis Grizzlies",72,"Thu Mar 23 2017","@","San Antonio Spurs","L",NA,90,97,40,32,"L 2",2017-03-23,0
"565",565,"Memphis Grizzlies",73,"Sun Mar 26 2017","@","Golden State Warriors","L",NA,94,106,40,33,"L 3",2017-03-26,0
"566",566,"Memphis Grizzlies",74,"Mon Mar 27 2017","@","Sacramento Kings","L",NA,90,91,40,34,"L 4",2017-03-27,0
"567",567,"Memphis Grizzlies",75,"Wed Mar 29 2017","vs","Indiana Pacers","W",NA,110,97,41,34,"W 1",2017-03-29,1
"568",568,"Memphis Grizzlies",76,"Fri Mar 31 2017","vs","Dallas Mavericks","W",NA,99,90,42,34,"W 2",2017-03-31,1
"569",569,"Memphis Grizzlies",77,"Sun Apr 2 2017","@","Los Angeles Lakers","L",NA,103,108,42,35,"L 1",2017-04-02,0
"570",570,"Memphis Grizzlies",78,"Tue Apr 4 2017","@","San Antonio Spurs","L","OT",89,95,42,36,"L 2",2017-04-04,0
"571",571,"Memphis Grizzlies",79,"Wed Apr 5 2017","vs","Oklahoma City Thunder","L",NA,100,103,42,37,"L 3",2017-04-05,0
"572",572,"Memphis Grizzlies",80,"Fri Apr 7 2017","vs","New York Knicks","W",NA,101,88,43,37,"W 1",2017-04-07,1
"573",573,"Memphis Grizzlies",81,"Sun Apr 9 2017","vs","Detroit Pistons","L",NA,90,103,43,38,"L 1",2017-04-09,0
"574",574,"Memphis Grizzlies",82,"Wed Apr 12 2017","vs","Dallas Mavericks","L",NA,93,100,43,39,"L 2",2017-04-12,0
"575",575,"Portland Trail Blazers",1,"Tue Oct 25 2016","vs","Utah Jazz","W",NA,113,104,1,0,"W 1",2016-10-25,1
"576",576,"Portland Trail Blazers",2,"Thu Oct 27 2016","vs","Los Angeles Clippers","L",NA,106,114,1,1,"L 1",2016-10-27,0
"577",577,"Portland Trail Blazers",3,"Sat Oct 29 2016","@","Denver Nuggets","W","OT",115,113,2,1,"W 1",2016-10-29,1
"578",578,"Portland Trail Blazers",4,"Tue Nov 1 2016","vs","Golden State Warriors","L",NA,104,127,2,2,"L 1",2016-11-01,0
"579",579,"Portland Trail Blazers",5,"Wed Nov 2 2016","@","Phoenix Suns","L","OT",115,118,2,3,"L 2",2016-11-02,0
"580",580,"Portland Trail Blazers",6,"Fri Nov 4 2016","@","Dallas Mavericks","W",NA,105,95,3,3,"W 1",2016-11-04,1
"581",581,"Portland Trail Blazers",7,"Sun Nov 6 2016","@","Memphis Grizzlies","W",NA,100,94,4,3,"W 2",2016-11-06,1
"582",582,"Portland Trail Blazers",8,"Tue Nov 8 2016","vs","Phoenix Suns","W",NA,124,121,5,3,"W 3",2016-11-08,1
"583",583,"Portland Trail Blazers",9,"Wed Nov 9 2016","@","Los Angeles Clippers","L",NA,80,111,5,4,"L 1",2016-11-09,0
"584",584,"Portland Trail Blazers",10,"Fri Nov 11 2016","vs","Sacramento Kings","W","OT",122,120,6,4,"W 1",2016-11-11,1
"585",585,"Portland Trail Blazers",11,"Sun Nov 13 2016","vs","Denver Nuggets","W",NA,112,105,7,4,"W 2",2016-11-13,1
"586",586,"Portland Trail Blazers",12,"Tue Nov 15 2016","vs","Chicago Bulls","L",NA,88,113,7,5,"L 1",2016-11-15,0
"587",587,"Portland Trail Blazers",13,"Thu Nov 17 2016","@","Houston Rockets","L",NA,109,126,7,6,"L 2",2016-11-17,0
"588",588,"Portland Trail Blazers",14,"Fri Nov 18 2016","@","New Orleans Pelicans","L",NA,101,113,7,7,"L 3",2016-11-18,0
"589",589,"Portland Trail Blazers",15,"Sun Nov 20 2016","@","Brooklyn Nets","W",NA,129,109,8,7,"W 1",2016-11-20,1
"590",590,"Portland Trail Blazers",16,"Tue Nov 22 2016","@","New York Knicks","L",NA,103,107,8,8,"L 1",2016-11-22,0
"591",591,"Portland Trail Blazers",17,"Wed Nov 23 2016","@","Cleveland Cavaliers","L",NA,125,137,8,9,"L 2",2016-11-23,0
"592",592,"Portland Trail Blazers",18,"Fri Nov 25 2016","vs","New Orleans Pelicans","W",NA,119,104,9,9,"W 1",2016-11-25,1
"593",593,"Portland Trail Blazers",19,"Sun Nov 27 2016","vs","Houston Rockets","L",NA,114,130,9,10,"L 1",2016-11-27,0
